NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR
GBR,1972,18,23,284,12,Great Britain,4,5,9,18,West Germany,0.2222222222222222,0,0,0,491,0.0294594108117837,0.03,0.2222222222222222,5.5,0.782608695652174,0.0633802816901408,0.2,0.6674364896073903,1.9583333333333333,0.110097939885174,0.979591836734694,24.477873967772705,19.6575909626368,-0.049026925026755985
GDR,1972,18,23,297,3,East Germany,20,23,23,66,West Germany,0.303030303030303,0,0,0,91,0.0054598908021839,0.11,0.303030303030303,1.5,0.782608695652174,0.2222222222222222,-0.4,0.7180616740088106,2.0,0.0407801418439716,1.0,27.20731289029725,49.23312183839512,-0.04205393292760562
GHA,1972,3,23,35,43,Ghana,0,0,1,1,West Germany,0.0,0,0,0,3,0.0001799964000719,0.0016666666666666,0.0,99.0,0.1304347826086956,0.0285714285714285,0.2285714285714285,0.902439024390244,1.0416666666666663,0.0001834189288334,0.676056338028169,-5.055283697658879,1.243964137389435,0.0024390243902440156
GRE,1972,9,23,60,29,Greece,0,2,0,2,West Germany,0.0,0,0,0,61,0.0036599268014639,0.0033333333333333,0.0,49.5,0.391304347826087,0.0333333333333333,-0.3095238095238095,0.9090909090909092,1.0416666666666663,0.0001834189288334,0.676056338028169,8.106307169427069,2.0820575015833445,-0.09090909090909083
HUN,1972,20,23,226,8,Hungary,6,13,16,35,West Germany,0.1714285714285714,0,0,0,287,0.0172196556068878,0.0583333333333333,0.1714285714285714,2.8285714285714287,0.8695652173913043,0.1548672566371681,1.0,0.7356948228882834,1.9583333333333333,0.08274231678487,0.979591836734694,27.582477707596027,29.83000634945462,0.009622215627557273
IND,1972,7,23,41,43,India,0,0,1,1,West Germany,0.0,0,0,0,13,0.0007799844003119,0.0016666666666666,0.0,99.0,0.3043478260869565,0.024390243902439,0.0238095238095238,0.9767441860465116,1.0416666666666663,0.0001834189288334,0.676056338028169,1.5961925822772434,1.4752121686621775,-0.023255813953488413
IRI,1972,7,23,48,28,Iran,0,2,1,3,West Germany,0.0,0,0,0,27,0.0016199676006479,0.005,0.0,33.0,0.3043478260869565,0.0625,0.4736842105263157,1.0,1.0416666666666663,0.0001834189288334,0.676056338028169,4.967404366672152,2.834606335529938,0.0
ITA,1972,19,23,223,10,Italy,5,3,10,18,West Germany,0.2777777777777778,0,0,0,306,0.0183596328073438,0.03,0.2777777777777778,5.5,0.8260869565217391,0.0807174887892376,-0.2307692307692307,0.7942028985507247,2.0,0.1562056737588652,1.0,26.88707245961362,21.2252588909216,-0.0826627730910664
JAM,1972,6,23,32,43,Jamaica,0,0,1,1,West Germany,0.0,0,0,0,10,0.0005999880002399,0.0016666666666666,0.0,99.0,0.2608695652173913,0.03125,0.1025641025641025,0.6274509803921569,1.0416666666666663,0.0001834189288334,0.676056338028169,-0.0476655708648971,1.3154222443372787,-0.05826330532212887
JPN,1972,21,23,184,5,Japan,13,8,8,29,West Germany,0.4482758620689655,0,0,0,175,0.0104997900041999,0.0483333333333333,0.4482758620689655,3.413793103448276,0.9130434782608696,0.1576086956521739,0.6666666666666666,0.7303754266211604,1.9583333333333333,0.0390070921985815,0.979591836734694,29.666661130832374,30.052404225332296,-0.04125087095669433
KEN,1972,4,23,57,19,Kenya,2,3,4,9,West Germany,0.2222222222222222,0,0,0,19,0.0011399772004559,0.015,0.2222222222222222,11.0,0.1739130434782608,0.1578947368421052,0.3571428571428571,0.9565217391304348,1.8333333333333333,0.0671371507761823,0.9230769230769232,2.5347969333010023,7.109526510874588,0.016521739130434865
KOR,1972,8,23,42,33,South Korea,0,1,0,1,West Germany,0.0,0,0,0,12,0.0007199856002879,0.0016666666666666,0.0,99.0,0.3478260869565217,0.0238095238095238,-0.0833333333333333,0.7674418604651163,1.0416666666666663,0.0001834189288334,0.676056338028169,3.3460859600336943,1.078442778175043,-0.005285412262156397
LIB,1972,9,23,19,33,Lebanon,0,1,0,1,West Germany,0.0,0,0,0,3,0.0001799964000719,0.0016666666666666,0.0,99.0,0.391304347826087,0.0526315789473684,0.03125,0.9444444444444444,1.0416666666666663,0.0001834189288334,0.676056338028169,5.0710508206968745,1.250204855070695,-0.05555555555555558
MEX,1972,20,23,171,33,Mexico,0,1,0,1,West Germany,0.0,1,0,0,25,0.0014999700005999,0.0016666666666666,0.0,99.0,0.8695652173913043,0.0058479532163742,1.2,0.7473309608540926,1.0416666666666663,0.0001834189288334,0.676056338028169,20.454953496978572,1.71922735239284,-0.021727335110032997
MGL,1972,7,23,39,33,Mongolia,0,1,0,1,West Germany,0.0,0,0,0,5,0.0002999940001199,0.0016666666666666,0.0,99.0,0.3043478260869565,0.0256410256410256,-0.0294117647058823,0.9545454545454546,1.0416666666666663,0.0001834189288334,0.676056338028169,1.6872518941183174,1.1402182542835173,0.37559808612440193
NED,1972,16,23,119,16,Netherlands,3,1,1,5,West Germany,0.6,0,0,0,121,0.0072598548029039,0.0083333333333333,0.6,19.8,0.6956521739130435,0.042016806722689,-0.0588235294117647,0.5728643216080402,1.875,0.0714982269503546,0.9411764705882352,20.653860046555504,5.473576167053984,-0.1199928212491026
NGR,1972,2,23,25,43,Nigeria,0,0,1,1,West Germany,0.0,0,0,0,2,0.0001199976000479,0.0016666666666666,0.0,99.0,0.0869565217391304,0.04,0.2285714285714285,0.6944444444444444,1.0416666666666663,0.0001834189288334,0.676056338028169,-6.536564941183153,1.204445104355693,-0.20029239766081874
NIG,1972,1,23,4,43,Niger,0,0,1,1,West Germany,0.0,0,0,0,1,5.999880002399952e-05,0.0016666666666666,0.0,99.0,0.0434782608695652,0.25,0.0,1.0,1.0416666666666663,0.0001834189288334,0.676056338028169,-5.648454682743939,1.26681244949168,
NOR,1972,15,23,112,21,Norway,2,1,1,4,West Germany,0.5,0,0,0,98,0.0058798824023519,0.0066666666666666,0.5,24.75,0.6521739130434783,0.0357142857142857,-0.16,0.7391304347826086,1.8333333333333333,0.0671371507761823,0.9230769230769232,18.86659499060855,5.807155541870706,0.19261880687563193
NZL,1972,14,23,89,23,New Zealand,1,1,1,3,West Germany,0.3333333333333333,0,0,0,24,0.0014399712005759,0.005,0.3333333333333333,33.0,0.6086956521739131,0.0337078651685393,-0.1481481481481481,0.8482142857142857,1.875,0.1516400709219857,0.9411764705882352,16.775013045305315,4.204405257187334,0.0635989010989011
PAK,1972,5,23,24,33,Pakistan,0,1,0,1,West Germany,0.0,0,0,0,6,0.0003599928001439,0.0016666666666666,0.0,99.0,0.217391304347826,0.0416666666666666,0.1379310344827586,1.0,1.0416666666666663,0.0001834189288334,0.676056338028169,-1.5913087043876488,1.3608458538441193,0.0
POL,1972,22,23,290,7,Poland,7,5,9,21,West Germany,0.3333333333333333,0,0,0,122,0.0073198536029279,0.035,0.3333333333333333,4.714285714285714,0.9565217391304348,0.0724137931034482,-0.3636363636363636,0.8133971291866029,2.0,0.1121453900709219,1.0,31.83568323726587,17.488827073863717,0.07353226432173798
PRK,1972,10,23,37,22,North Korea,1,1,3,5,West Germany,0.2,0,0,0,5,0.0002999940001199,0.0083333333333333,0.2,19.8,0.4347826086956521,0.1351351351351351,0.0,0.8313253012048193,1.875,0.1516400709219857,0.9411764705882352,11.931038017644196,3.432634797563892,
ROU,1972,16,23,159,13,Romania,3,6,7,16,West Germany,0.1875,0,0,0,72,0.0043199136017279,0.0266666666666666,0.1875,6.1875,0.6956521739130435,0.10062893081761,0.0833333333333333,0.751937984496124,1.875,0.0714982269503546,0.9411764705882352,21.796270677471465,10.643288513596096,-0.038062015503876
SUI,1972,17,23,151,26,Switzerland,0,3,0,3,West Germany,0.0,0,0,0,138,0.0082798344033119,0.005,0.0,33.0,0.7391304347826086,0.0198675496688741,-0.2121212121212121,0.7132075471698113,1.0416666666666663,0.0001834189288334,0.676056338028169,21.522272536683012,2.922409230254081,-0.23517954960438237
SWE,1972,18,23,131,11,Sweden,4,6,6,16,West Germany,0.25,0,0,0,386,0.0231595368092638,0.0266666666666666,0.25,6.1875,0.782608695652174,0.1221374045801526,-0.45,0.7311827956989247,1.9583333333333333,0.110097939885174,0.979591836734694,25.997289519723264,18.038046064754493,-0.07526881720430101
TCH,1972,17,23,181,18,Czechoslovakia,2,4,2,8,West Germany,0.25,0,0,0,109,0.0065398692026159,0.0133333333333333,0.25,12.375,0.7391304347826086,0.0441988950276243,1.5714285714285714,0.7408759124087592,1.8333333333333333,0.0671371507761823,0.9230769230769232,20.287313795681893,6.470816503959981,0.03644241487181332
TUN,1972,5,23,35,33,Tunisia,0,1,0,1,West Germany,0.0,0,0,0,5,0.0002999940001199,0.0016666666666666,0.0,99.0,0.217391304347826,0.0285714285714285,0.1785714285714285,1.0,1.0416666666666663,0.0001834189288334,0.676056338028169,-1.7851544893071754,1.3291486673045552,0.0
TUR,1972,8,23,43,33,Turkey,0,1,0,1,West Germany,0.0,0,0,0,42,0.0025199496010079,0.0016666666666666,0.0,99.0,0.3478260869565217,0.0232558139534883,0.5714285714285714,0.98,1.0416666666666663,0.0001834189288334,0.676056338028169,2.377715233469015,1.974127397028186,-0.020000000000000018
UGA,1972,3,23,33,24,Uganda,1,1,0,2,West Germany,0.5,0,0,0,4,0.0002399952000959,0.0033333333333333,0.5,49.5,0.1304347826086956,0.0606060606060606,-0.3333333333333333,0.9428571428571428,1.875,0.1516400709219857,0.9411764705882352,-1.169261278828286,2.6803150397283018,-0.05714285714285716
URS,1972,22,23,371,1,Soviet Union,50,27,22,99,West Germany,0.5050505050505051,0,0,0,558,0.0334793304133917,0.165,0.5050505050505051,1.0,0.9565217391304348,0.2668463611859838,-0.5,0.7476459510357816,2.0,0.0,1.0,34.232105418717666,67.97091263974731,0.008792447851068252
USA,1972,21,23,397,2,United States,33,31,30,94,West Germany,0.351063829787234,0,0,0,1424,0.0854382912341753,0.1566666666666666,0.351063829787234,1.053191489361702,0.9130434782608696,0.2367758186397985,1.0,0.7318339100346021,2.0,0.0208333333333333,1.0,30.11748796606648,98.63290105576247,0.01916850360738087
YUG,1972,15,23,126,20,Yugoslavia,2,1,2,5,West Germany,0.4,0,0,0,36,0.0021599568008639,0.0083333333333333,0.4,19.8,0.6521739130434783,0.0396825396825396,0.25,0.7877358490566038,1.8333333333333333,0.0671371507761823,0.9230769230769232,18.577585472583795,6.511944208956748,-0.02764876632801161
AUS,1976,20,23,180,32,Australia,0,1,4,5,Canada,0.0,0,0,0,168,0.0100797984040319,0.0081566068515497,0.0,25.0,0.8695652173913043,0.0277777777777777,4.333333333333333,0.7408759124087592,1.3,0.0017948717948717,0.7407407407407407,20.156486204184112,6.931754435680796,0.015312002634323085
AUT,1976,15,23,60,37,Austria,0,0,1,1,Canada,0.0,0,0,0,66,0.0039599208015839,0.0016313213703099,0.0,125.0,0.6521739130434783,0.0166666666666666,0.1935483870967742,0.9178082191780822,1.3,0.0017948717948717,0.7407407407407407,12.619095191477228,2.7631693726656943,0.06466136603122907
BEL,1976,16,23,101,28,Belgium,0,3,3,6,Canada,0.0,0,0,0,117,0.0070198596028079,0.0097879282218597,0.0,20.83333333333333,0.6956521739130435,0.0594059405940594,-0.0344827586206896,0.6442953020134228,1.3,0.0017948717948717,0.7407407407407407,20.739104028961886,7.796862175939687,-0.2802329998733696
BER,1976,3,23,16,37,Bermuda,0,0,1,1,Canada,0.0,0,0,0,1,5.999880002399952e-05,0.0016313213703099,0.0,125.0,0.1304347826086956,0.0625,0.0,0.95,1.3,0.0017948717948717,0.7407407407407407,-5.8066907309895335,0.8729031045448287,
BRA,1976,12,23,79,36,Brazil,0,0,2,2,Canada,0.0,0,0,0,18,0.0010799784004319,0.0032626427406199,0.0,62.5,0.5217391304347826,0.0253164556962025,-0.1219512195121951,0.8876404494382022,1.3,0.0017948717948717,0.7407407407407407,11.825899323921886,2.395764717444165,-0.045051858254105404
BUL,1976,14,23,155,7,Bulgaria,6,9,7,22,Canada,0.2727272727272727,0,0,0,75,0.0044999100017999,0.0358890701468189,0.2727272727272727,5.681818181818182,0.6086956521739131,0.1419354838709677,-0.2222222222222222,0.6535433070866141,1.95,0.0846153846153846,0.975609756097561,19.499793656593127,20.08878470570604,-0.08539474601073105
CAN,1976,23,23,385,27,Canada,0,5,6,11,Canada,0.0,0,0,1,123,0.0073798524029519,0.0179445350734094,0.0,11.363636363636363,1.0,0.0285714285714285,0.0,0.6214689265536724,1.3,0.0017948717948717,0.7407407407407407,32.08343168271036,8.60961890084918,-0.06457758507423461
CUB,1976,14,23,156,8,Cuba,6,4,3,13,Canada,0.4615384615384615,0,0,0,32,0.0019199616007679,0.0212071778140293,0.4615384615384615,9.615384615384617,0.6086956521739131,0.0833333333333333,-0.4285714285714285,0.845360824742268,1.95,0.0846153846153846,0.975609756097561,18.986031993392583,14.204263398819425,0.019490177976098866
DEN,1976,15,23,66,24,Denmark,1,0,2,3,Canada,0.3333333333333333,0,0,0,124,0.0074398512029759,0.0048939641109298,0.3333333333333333,41.66666666666666,0.6521739130434783,0.0454545454545454,-0.04,0.8395061728395061,1.65,0.0567129629629629,0.851063829787234,17.856293008832992,5.159840842920882,-0.044364794902429394
ESP,1976,14,23,113,30,Spain,0,2,0,2,Canada,0.0,0,0,0,11,0.0006599868002639,0.0032626427406199,0.0,62.5,0.6086956521739131,0.0176991150442477,-0.3023255813953488,0.8375,1.3,0.0017948717948717,0.7407407407407407,15.209719194066109,2.0907831354909208,-0.1069444444444444
FIN,1976,14,23,83,11,Finland,4,2,0,6,Canada,0.6666666666666666,0,0,0,257,0.0154196916061678,0.0097879282218597,0.6666666666666666,20.83333333333333,0.6086956521739131,0.072289156626506,-0.2142857142857142,0.8981481481481481,1.85,0.0594871794871794,0.9302325581395348,17.938776552556398,12.050167068296144,0.03348649401280979
FRA,1976,18,23,206,15,France,2,3,4,9,Canada,0.2222222222222222,0,0,0,405,0.0242995140097198,0.0146818923327895,0.2222222222222222,13.88888888888889,0.782608695652174,0.0436893203883495,-0.1176470588235294,0.8245033112582781,1.8,0.0656837606837607,0.9090909090909092,24.28031315498025,13.246409022759616,0.03236847979760393
FRG,1976,20,23,290,4,West Germany,10,12,17,39,Canada,0.2564102564102564,1,0,0,105,0.0062998740025199,0.0636215334420881,0.2564102564102564,3.2051282051282053,0.8695652173913043,0.1344827586206896,0.0,0.7367256637168141,2.0,0.0711538461538461,1.0,28.82327083190856,33.48819778330688,-0.011144864392214848
GBR,1976,17,23,242,13,Great Britain,3,5,5,13,Canada,0.2307692307692307,0,0,0,504,0.0302393952120957,0.0212071778140293,0.2307692307692307,9.615384615384617,0.7391304347826086,0.0537190082644628,0.0833333333333333,0.6855524079320113,2.0,0.2245014245014245,1.0,22.72505252264593,13.978853905342554,0.018115918324621005
GDR,1976,17,23,267,2,East Germany,40,25,25,90,Canada,0.4444444444444444,0,0,0,181,0.0108597828043439,0.1468189233278956,0.4444444444444444,1.3888888888888888,0.7391304347826086,0.3370786516853932,-0.3333333333333333,0.5503685503685504,2.0,0.025,1.0,26.693218429757792,80.503629749852,-0.16769312364026023
HUN,1976,17,23,177,10,Hungary,4,5,13,22,Canada,0.1818181818181818,0,0,0,309,0.0185396292074158,0.0358890701468189,0.1818181818181818,5.681818181818182,0.7391304347826086,0.1242937853107344,0.25,0.6805555555555556,1.85,0.0594871794871794,0.9302325581395348,23.41975637123833,24.940688288203837,-0.05513926733272778
IRI,1976,9,23,84,33,Iran,0,1,1,2,Canada,0.0,0,0,0,29,0.0017399652006959,0.0032626427406199,0.0,62.5,0.391304347826087,0.0238095238095238,0.1785714285714285,0.9326923076923076,1.3,0.0017948717948717,0.7407407407407407,6.5736874269647085,1.94204603870991,-0.0673076923076924
ITA,1976,20,23,209,14,Italy,2,7,4,13,Canada,0.1538461538461538,0,0,0,319,0.0191396172076558,0.0212071778140293,0.1538461538461538,9.615384615384617,0.8695652173913043,0.062200956937799,0.4,0.782051282051282,1.8,0.0656837606837607,0.9090909090909092,27.14122919057553,11.98849911656243,-0.01215161649944263
JAM,1976,3,23,20,21,Jamaica,1,1,0,2,Canada,0.5,0,0,0,12,0.0007199856002879,0.0032626427406199,0.5,62.5,0.1304347826086956,0.1,-0.5116279069767442,0.4722222222222222,1.65,0.0567129629629629,0.851063829787234,-1.2211781345232864,2.204752579492114,-0.15522875816993464
JPN,1976,20,23,213,5,Japan,9,6,10,25,Canada,0.36,0,0,0,200,0.0119997600047999,0.0407830342577487,0.36,5.0,0.8695652173913043,0.1173708920187793,0.0,0.6798780487804879,2.0,0.0923076923076923,1.0,28.548993612888854,27.834431427552403,-0.05049737784067254
KOR,1976,5,23,50,19,South Korea,1,1,4,6,Canada,0.1666666666666666,0,0,0,18,0.0010799784004319,0.0097879282218597,0.1666666666666666,20.83333333333333,0.217391304347826,0.12,-0.4242424242424242,0.7647058823529411,1.65,0.0567129629629629,0.851063829787234,4.3512619312047125,5.182254374182192,-0.002735978112175186
MEX,1976,17,23,96,25,Mexico,1,0,1,2,Canada,0.5,0,0,0,27,0.0016199676006479,0.0032626427406199,0.5,62.5,0.7391304347826086,0.0208333333333333,-0.2424242424242424,0.8905109489051095,1.65,0.0567129629629629,0.851063829787234,19.948660256630912,2.277967237093742,0.14317998805101695
MGL,1976,5,23,32,34,Mongolia,0,1,0,1,Canada,0.0,0,0,0,6,0.0003599928001439,0.0016313213703099,0.0,125.0,0.217391304347826,0.03125,0.0303030303030303,0.9393939393939394,1.3,0.0017948717948717,0.7407407407407407,-2.974623736960022,1.633516609625762,-0.015151515151515138
NED,1976,11,23,108,29,Netherlands,0,2,3,5,Canada,0.0,0,0,0,126,0.0075598488030239,0.0081566068515497,0.0,25.0,0.4782608695652174,0.0462962962962962,0.8125,0.5085714285714286,1.3,0.0017948717948717,0.7407407407407407,11.138053928762478,6.143774189441323,-0.06429289303661168
NOR,1976,11,23,66,21,Norway,1,1,0,2,Canada,0.5,0,0,0,100,0.0059998800023999,0.0032626427406199,0.5,62.5,0.4782608695652174,0.0303030303030303,0.0,0.9240506329113924,1.65,0.0567129629629629,0.851063829787234,10.099347950064448,4.357430836310895,0.1849201981287838
NZL,1976,13,23,80,18,New Zealand,2,1,1,4,Canada,0.5,0,0,0,28,0.0016799664006719,0.0065252854812398,0.5,31.25,0.5652173913043478,0.05,-0.217391304347826,0.8061224489795918,1.8,0.0656837606837607,0.9090909090909092,15.541921765858138,4.937109981872261,-0.042091836734693855
PAK,1976,5,23,24,37,Pakistan,0,0,1,1,Canada,0.0,0,0,0,7,0.0004199916001679,0.0016313213703099,0.0,125.0,0.217391304347826,0.0416666666666666,0.1212121212121212,1.0,1.3,0.0017948717948717,0.7407407407407407,-3.001623949896205,1.6441686324385718,0.0
POL,1976,18,23,207,6,Poland,7,6,13,26,Canada,0.2692307692307692,0,0,0,148,0.0088798224035519,0.0424143556280587,0.2692307692307692,4.807692307692308,0.782608695652174,0.1256038647342995,-0.1428571428571428,0.8916083916083916,2.0,0.1134615384615384,1.0,25.6573402822482,22.726099196401503,0.07821126242178866
POR,1976,6,23,19,30,Portugal,0,2,0,2,Canada,0.0,0,0,0,9,0.0005399892002159,0.0032626427406199,0.0,62.5,0.2608695652173913,0.1052631578947368,-0.0625,1.0,1.3,0.0017948717948717,0.7407407407407407,2.9672802655411417,2.4658687506914294,0.15596330275229353
PRK,1976,8,23,38,21,North Korea,1,1,0,2,Canada,0.5,0,0,0,7,0.0004199916001679,0.0032626427406199,0.5,62.5,0.3478260869565217,0.0526315789473684,-0.0454545454545454,0.95,1.65,0.0567129629629629,0.851063829787234,5.599897984205423,1.8230700942916929,0.11867469879518067
PUR,1976,12,23,80,37,Puerto Rico,0,0,1,1,Canada,0.0,0,0,0,2,0.0001199976000479,0.0016313213703099,0.0,125.0,0.5217391304347826,0.0125,0.088235294117647,0.8214285714285714,1.3,0.0017948717948717,0.7407407407407407,7.936351328218227,1.4889005349249858,-0.1785714285714286
ROU,1976,11,23,157,9,Romania,4,9,14,27,Canada,0.1481481481481481,0,0,0,99,0.0059398812023759,0.0440456769983686,0.1481481481481481,4.62962962962963,0.4782608695652174,0.1719745222929936,-0.3076923076923077,0.6352941176470588,1.85,0.0594871794871794,0.9302325581395348,15.196200836159738,20.920357122095368,-0.11664386684906525
SUI,1976,12,23,50,20,Switzerland,1,1,2,4,Canada,0.25,0,0,0,142,0.0085198296034079,0.0065252854812398,0.25,31.25,0.5217391304347826,0.08,-0.2307692307692307,0.9504950495049505,1.65,0.0567129629629629,0.851063829787234,14.270476925985935,7.157238700906245,0.23728750233513918
SWE,1976,16,23,116,12,Sweden,4,1,0,5,Canada,0.8,0,0,0,391,0.0234595308093838,0.0081566068515497,0.8,25.0,0.6956521739130435,0.043103448275862,0.0909090909090909,0.803680981595092,1.85,0.0594871794871794,0.9302325581395348,20.1578546577269,9.968459491539374,0.0724981858961673
TCH,1976,16,23,163,17,Czechoslovakia,2,2,4,8,Canada,0.25,0,0,0,117,0.0070198596028079,0.0130505709624796,0.25,15.625,0.6956521739130435,0.0490797546012269,-0.0555555555555555,0.7250996015936255,1.8,0.0656837606837607,0.9090909090909092,20.95178930207273,9.200980599205106,-0.015776310815133643
THA,1976,11,23,42,37,Thailand,0,0,1,1,Canada,0.0,0,0,0,1,5.999880002399952e-05,0.0016313213703099,0.0,125.0,0.4782608695652174,0.0238095238095238,0.0,0.8870967741935484,1.3,0.0017948717948717,0.7407407407407407,6.583584019517617,1.5172159704912913,
TTO,1976,3,23,13,26,Trinidad and Tobago,1,0,0,1,Canada,1.0,0,0,0,7,0.0004199916001679,0.0016313213703099,1.0,125.0,0.1304347826086956,0.0769230769230769,-0.0714285714285714,1.0,1.65,0.0567129629629629,0.851063829787234,-5.553980144835742,2.596059204554421,0.0
