NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small
SWE,1952,17,19,205,4,Sweden,12,13,10,35,Finland,0.3428571428571428,0,0,0,333,0.0199796004079918,0.0760869565217391,0.3428571428571428,2.171428571428572,3.2541531891402404,0.3906551099143853,1.0,0.7746478873239436,2.0,0.0664451827242524,1.0,36.49571956620602,-0.1132444893576707,18.77777777777778,-0.8773885934348074,12.881227866414,0.0,0.0146341463414634,0.8947368421052632,0.8053691275167785
TCH,1952,11,19,99,6,Czechoslovakia,7,3,3,13,Finland,0.5384615384615384,0,0,0,60,0.0035999280014399,0.0282608695652173,0.5384615384615384,5.846153846153846,1.4006078388500436,0.2046540565141043,-0.25,0.7201834862385321,2.0,0.1085271317829457,1.0,17.944946733174554,-0.1817772980751935,9.125,-2.6743548848812004,5.585193534535639,0.0,0.0101010101010101,0.5789473684210527,0.4697986577181208
TTO,1952,1,19,2,37,Trinidad and Tobago,0,0,2,2,Finland,0.0,0,0,0,3,0.0001799964000719,0.0043478260869565,0.0,38.0,0.0230750969230757,1.104578947368421,0.3214285714285714,1.0,1.255813953488372,0.0020764119601328,0.7288135593220338,5.151010431552421,0.0,1.9,-0.9473684210526307,1.0457894736842106,0.0,0.5,0.0526315789473684,0.0134228187919463
TUR,1952,4,19,51,16,Turkey,2,0,1,3,Finland,0.6666666666666666,0,0,0,17,0.0010199796004079,0.0065217391304347,0.6666666666666666,25.33333333333333,0.0317387162519205,0.0723053886157146,1.2857142857142858,1.0,1.7674418604651163,0.0463732004429679,0.8958333333333334,2.583807560216276,0.0114942528735632,5.444444444444445,-5.063983488132092,2.291916064671484,0.0,0.0392156862745098,0.2105263157894736,0.2080536912751678
URS,1952,18,19,295,2,Soviet Union,22,30,19,71,Finland,0.3098591549295774,0,0,0,71,0.0042599148017039,0.1543478260869565,0.3098591549295774,1.0704225352112675,5.26630021829268,2.132593163556214,0.0,0.7849223946784922,2.0,0.0232558139534883,1.0,61.606431922278965,0.0,112.22222222222224,0.173961880112073,78.60774411958919,0.0,0.0101694915254237,0.0526315789473684,0.0067114093959731
URU,1952,9,19,32,37,Uruguay,0,0,2,2,Finland,0.0,0,0,0,7,0.0004199916001679,0.0043478260869565,0.0,38.0,0.0,0.0352240953947368,0.4230769230769231,0.9761904761904762,1.255813953488372,0.0020764119601328,0.7288135593220338,2.0164086710214035,-0.0111512959614226,1.25,-17.46381578947368,-4.364144736842104,0.0,0.375,0.4736842105263157,0.1073825503355704
USA,1952,18,19,279,1,United States,40,19,17,76,Finland,0.5263157894736842,0,0,0,987,0.0592188156236875,0.1652173913043478,0.5263157894736842,1.0,5.083150201705862,2.0183724116667534,0.0,0.7804878048780488,2.0,0.0,1.0,59.48355111031643,-0.0827197422917624,91.44827586206895,0.2724014336917563,64.0955135335558,0.0588235294117647,0.003584229390681,0.9473684210526316,0.8657718120805369
VEN,1952,8,19,38,40,Venezuela,0,0,1,1,Finland,0.0,0,0,0,1,5.999880002399952e-05,0.0021739130434782,0.0,76.0,0.0,0.004168975069252,0.0,0.9682539682539684,1.255813953488372,0.0020764119601328,0.7288135593220338,0.5899623702527872,0.0,1.5,-31.552631578947363,-8.41578947368421,0.0,0.0263157894736842,0.4210526315789473,0.2483221476510067
YUG,1952,11,19,87,21,Yugoslavia,1,2,0,3,Finland,0.3333333333333333,0,0,0,13,0.0007799844003119,0.0065217391304347,0.3333333333333333,25.33333333333333,-0.0649167781365245,0.0342552725452155,-0.125,0.7010309278350515,1.5813953488372092,0.0441961139635557,0.8269230769230769,2.098286943594072,-0.2248949980908745,5.928571428571429,-14.05323653962492,-0.0659709618874755,0.0,0.1034482758620689,0.5789473684210527,0.3154362416107382
ARG,1956,9,19,35,29,Argentina,0,1,1,2,Australia,0.0,0,0,0,38,0.0022799544009119,0.0044642857142857,0.0,49.0,0.0,0.033663372717508,0.5263157894736842,0.9772727272727272,1.351351351351351,0.0042229729729729,0.7551020408163265,1.5311054531871873,0.0807210031347961,3.85,-22.679699248120297,-4.108909774436089,0.0,0.0285714285714285,0.4736842105263157,0.1986754966887417
AUS,1956,19,19,298,3,Australia,13,8,14,35,Australia,0.3714285714285714,0,0,1,89,0.0053398932021359,0.078125,0.3714285714285714,2.8,3.886426583050786,0.2802137332819508,-0.6666666666666666,0.8276699029126213,2.0,0.0525525525525525,1.0,43.13863502134814,-0.0437586685159501,20.51851851851852,-1.6825503355704696,13.85819786229182,0.0,0.0067114093959731,1.0,0.9205298013245032
AUT,1956,12,19,34,34,Austria,0,0,2,2,Australia,0.0,0,0,0,56,0.0033599328013439,0.0044642857142857,0.0,49.0,0.0,0.0209492456187047,0.0625,0.912280701754386,1.351351351351351,0.0042229729729729,0.7551020408163265,1.6866846353889846,0.2063983488132095,3.769230769230769,-30.256965944272444,-6.438628244820196,0.0,0.1176470588235294,0.631578947368421,0.23841059602649
BAH,1956,2,19,4,35,Bahamas,0,0,1,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.0022321428571428,0.0,98.0,0.0514898321702488,0.2025182748538012,0.0,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,0.7549281389404298,0.0,1.5555555555555556,-9.960526315789467,-1.899269005847952,0.0,0.25,0.1052631578947368,0.0198675496688741
BEL,1956,13,19,57,28,Belgium,0,2,0,2,Australia,0.0,0,0,0,100,0.0059998800023999,0.0044642857142857,0.0,49.0,0.0,0.0152908587257617,1.0,0.9390243902439024,1.351351351351351,0.0042229729729729,0.7551020408163265,1.28824062356808,-0.0174973488865324,6.0,-32.80701754385965,-5.642105263157896,0.0,0.0526315789473684,0.6842105263157895,0.2582781456953642
BRA,1956,12,19,47,24,Brazil,1,0,0,1,Australia,1.0,0,0,0,8,0.0004799904001919,0.0022321428571428,1.0,98.0,0.0,-0.0067182221057396,0.0,0.984126984126984,1.5675675675675675,0.0387046137046136,0.8222222222222222,-0.3170239395590482,0.0513538748832863,7.45,-61.24188129899216,-13.157564389697647,0.0,0.2553191489361702,0.631578947368421,0.1920529801324503
BUL,1956,7,19,46,19,Bulgaria,1,3,1,5,Australia,0.2,0,0,0,6,0.0003599928001439,0.0111607142857142,0.2,19.6,0.777189101668614,0.1874078815687054,-0.525,0.8170731707317073,1.5675675675675675,0.0387046137046136,0.8222222222222222,11.268020534894951,0.1410955171004223,13.235294117647058,-6.743935926773456,7.241525104320903,0.0,0.0217391304347826,0.3684210526315789,0.2052980132450331
CAN,1956,15,19,96,15,Canada,2,1,3,6,Australia,0.3333333333333333,0,0,0,97,0.0058198836023279,0.0133928571428571,0.3333333333333333,16.333333333333332,2.041575259239329,0.0933920413011695,-0.2857142857142857,0.7733333333333333,1.891891891891892,0.1081268768768768,0.9487179487179488,23.611873526864542,-0.0578354978354979,12.22222222222222,-12.042763157894736,4.942726608187133,0.0416666666666666,0.0416666666666666,0.7894736842105263,0.5364238410596026
CHI,1956,8,19,33,27,Chile,0,2,2,4,Australia,0.0,0,0,0,7,0.0004199916001679,0.0089285714285714,0.0,24.5,0.0,0.1015811222270552,-0.1290322580645161,0.9534883720930232,1.351351351351351,0.0042229729729729,0.7551020408163265,2.958509515665797,0.0144639818491207,1.875,-9.77352472089314,-1.6195574162679425,0.0,0.0303030303030303,0.4210526315789473,0.1456953642384106
DEN,1956,11,19,37,20,Denmark,1,2,1,4,Australia,0.25,0,0,0,100,0.0059998800023999,0.0089285714285714,0.25,24.5,0.5842643929637389,0.1197389565952865,0.3333333333333333,0.8431372549019608,1.5675675675675675,0.0387046137046136,0.8222222222222222,8.623433738315667,-0.0573602575358501,7.321428571428571,-13.49715504978663,1.075853485064011,0.0,0.081081081081081,0.5789473684210527,0.1854304635761589
FIN,1956,15,19,71,13,Finland,3,1,11,15,Australia,0.2,1,0,0,229,0.0137397252054958,0.0334821428571428,0.2,6.533333333333333,2.3479292231752966,0.3647504358993098,0.625,0.9931972789115646,1.945945945945946,0.131006006006006,0.9736842105263158,27.401249267322548,0.2067895119212733,12.16,-4.157153446997776,7.264853965900666,0.0,0.0422535211267605,0.7368421052631579,0.4370860927152318
FRA,1956,16,19,145,11,France,4,4,6,14,Australia,0.2857142857142857,0,0,0,348,0.0208795824083518,0.03125,0.2857142857142857,7.0,3.242091824471546,0.2649119969960573,0.5714285714285714,0.8414096916299559,1.945945945945946,0.1124124124124123,0.9736842105263158,36.02168413451546,0.0619979269240735,27.03448275862069,-4.956079854809437,17.437313974591653,0.0,0.0275862068965517,0.8421052631578947,0.6490066225165563
GBR,1956,18,19,197,8,Great Britain,6,7,11,24,Australia,0.25,0,0,0,416,0.0249595008099838,0.0535714285714285,0.25,4.083333333333333,3.686749044262754,0.3009958667425407,-0.7647058823529411,0.8303886925795053,2.0,0.0387046137046136,1.0,41.199142431750005,0.0822590167690314,22.2093023255814,-2.7992252204114347,14.706744061783544,0.0,0.0101522842639593,0.9473684210526316,0.7218543046357616
GBR,1956,18,19,197,21,Ireland,1,1,3,5,Australia,0.2,0,0,0,421,0.0252594948101037,0.0111607142857142,0.2,19.6,3.190152807478691,0.0514411422630233,1.625,0.8303886925795053,2.0,0.0387046137046136,1.0,34.000426229728575,0.0,22.2093023255814,-17.595671920919052,10.267810051631258,0.0,0.0101522842639593,0.9473684210526316,0.7218543046357616
GRE,1956,5,19,13,35,Greece,0,0,1,1,Australia,0.0,0,0,0,57,0.0034199316013679,0.0022321428571428,0.0,98.0,0.0417948192195971,0.0518475552787293,0.8421052631578947,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,-0.0891929764732099,0.0,6.25,-25.449392712550605,-3.259817813765181,0.0,0.1538461538461538,0.0526315789473684,0.0066225165562913
HUN,1956,13,19,111,4,Hungary,9,10,7,26,Australia,0.3461538461538461,0,0,0,177,0.0106197876042479,0.0580357142857142,0.3461538461538461,3.769230769230769,2.3202533132603285,0.5328828211805926,0.3333333333333333,0.6903553299492385,2.0,0.078078078078078,1.0,27.80605889043844,-0.0574707570072832,18.925925925925927,-1.6605026078710288,12.74999736578684,0.0,0.009009009009009,0.6842105263157895,0.543046357615894
IND,1956,8,19,58,24,India,1,0,0,1,Australia,1.0,0,0,0,9,0.0005399892002159,0.0022321428571428,1.0,98.0,0.0,-0.0017152199762187,-0.0769230769230769,0.9873417721518988,1.5675675675675675,0.0387046137046136,0.8222222222222222,-0.2721762504195791,0.0618098572582818,1.7894736842105263,-40.82486388384755,-10.994827586206895,0.0,0.293103448275862,0.4210526315789473,0.2119205298013245
IRI,1956,3,19,17,14,Iran,2,2,1,5,Australia,0.4,0,0,0,13,0.0007799844003119,0.0111607142857142,0.4,19.6,0.1142346949267996,0.3688963758878164,-0.5333333333333333,1.0,1.891891891891892,0.1081268768768768,0.9487179487179488,5.1702525186752615,0.0,4.764705882352941,-2.642724458204333,2.5424767801857584,0.0,0.0588235294117647,0.1578947368421052,0.1125827814569536
IRL,1956,5,19,18,21,Ireland,1,1,3,5,Australia,0.2,0,0,0,9,0.0005399892002159,0.0111607142857142,0.2,19.6,0.0874537808427699,0.2920808966861598,-0.3823529411764705,0.92,1.5675675675675675,0.0387046137046136,0.8222222222222222,4.636712021193348,-0.0799999999999999,2.7142857142857144,-4.616959064327485,0.5149122807017543,0.0,0.1666666666666666,0.2631578947368421,0.1125827814569536
ISL,1956,1,19,2,31,Iceland,0,1,0,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.0022321428571428,0.0,98.0,0.008881002814616,0.4659210526315789,0.0,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,1.036961873893957,0.0,1.0,-4.605263157894735,-0.6815789473684204,0.0,0.5,0.0526315789473684,0.0132450331125827
ITA,1956,14,19,135,5,Italy,8,8,9,25,Australia,0.32,0,1,0,209,0.0125397492050159,0.0558035714285714,0.32,3.92,2.6996251366671964,0.4733691430221642,0.0,0.7246376811594203,1.945945945945946,0.064064064064064,0.9736842105263158,31.54643568520041,-0.0705750847980265,23.07407407407408,-1.966393762183236,15.561933723196878,0.0,0.0666666666666666,0.7368421052631579,0.5033112582781457
JPN,1956,14,19,112,10,Japan,4,10,5,19,Australia,0.2105263157894736,0,0,0,74,0.0044399112017759,0.0424107142857142,0.2105263157894736,5.157894736842105,2.664637032753283,0.4172436583036323,-0.4117647058823529,0.7387387387387387,1.945945945945946,0.1124124124124123,0.9736842105263158,31.16743679019667,-0.1334417123890807,22.09090909090909,-2.894069054214484,14.595415647372016,0.0,0.0535714285714285,0.7368421052631579,0.4768211920529801
KOR,1956,7,19,35,29,South Korea,0,1,1,2,Australia,0.0,0,0,0,6,0.0003599928001439,0.0044642857142857,0.0,49.0,0.6738312763702465,0.0975132621469639,-0.2162162162162162,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,8.700957838378322,0.0454545454545454,17.647058823529413,-17.62706766917293,7.06482087571871,0.0,0.2857142857142857,0.3684210526315789,0.152317880794702
MEX,1956,10,19,24,23,Mexico,1,0,1,2,Australia,0.5,0,0,0,13,0.0007799844003119,0.0044642857142857,0.5,49.0,0.0,0.0406615497076023,-0.3235294117647059,0.9166666666666666,1.5675675675675675,0.0387046137046136,0.8222222222222222,1.8973003807321127,-0.0480392156862745,3.4761904761904763,-25.17982456140351,-5.120614035087719,0.0,0.0416666666666666,0.5263157894736842,0.1324503311258278
NOR,1956,6,19,22,22,Norway,1,0,2,3,Australia,0.3333333333333333,0,0,0,91,0.0054598908021839,0.0066964285714285,0.3333333333333333,32.666666666666664,0.1887028354382523,0.1582487603305784,1.2,0.7931034482758621,1.5675675675675675,0.0387046137046136,0.8222222222222222,4.11601759988848,-0.1068965517241379,6.52,-9.863636363636362,1.6049090909090906,0.0,0.0454545454545454,0.2631578947368421,0.1059602649006622
NZL,1956,9,19,51,16,New Zealand,2,0,0,2,Australia,1.0,0,0,0,10,0.0005999880002399,0.0044642857142857,1.0,49.0,0.0,0.0296070705231149,-0.3333333333333333,0.8070175438596491,1.891891891891892,0.1081268768768768,0.9487179487179488,1.871704404064704,0.007017543859649,6.227272727272728,-22.697626418988644,-2.450197016605684,0.0,0.2745098039215686,0.4210526315789473,0.1721854304635761
PAK,1956,8,19,53,31,Pakistan,0,1,0,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.0022321428571428,0.0,98.0,0.0,-0.0027867381162054,0.0,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,-0.3064953010003982,0.0,1.1,-40.82323733862959,-11.476971201588876,0.0,0.2641509433962264,0.4210526315789473,0.2847682119205298
POL,1956,9,19,64,17,Poland,1,4,4,9,Australia,0.1111111111111111,0,0,0,39,0.0023399532009359,0.0200892857142857,0.1111111111111111,10.88888888888889,1.19702108022723,0.2552422599244916,-0.15,0.5084745762711864,1.5675675675675675,0.0387046137046136,0.8222222222222222,15.815460905027123,-0.19313832695462,13.590909090909092,-4.5435855263157885,8.150560705741627,0.0,0.0625,0.4736842105263157,0.3178807947019867
ROU,1956,11,19,50,9,Romania,5,3,5,13,Australia,0.3846153846153846,0,0,0,19,0.0011399772004559,0.0290178571428571,0.3846153846153846,7.538461538461538,1.7591576767607846,0.5173316842105263,-0.6086956521739131,0.5436893203883495,2.0,0.1581581581581581,1.0,22.424033214005405,-0.2031986464166297,15.65,-3.5254251012145748,9.897372469635627,0.0,0.04,0.5789473684210527,0.2582781456953642
RSA,1956,10,19,50,33,South Africa,0,0,4,4,Australia,0.0,0,0,0,48,0.0028799424011519,0.0089285714285714,0.0,24.5,-0.22953698215203,0.0776235789473684,1.75,0.8555555555555555,1.351351351351351,0.0042229729729729,0.7551020408163265,-0.1545907558540842,-0.0618756371049948,4.842105263157895,-12.28842105263158,-0.2970526315789472,0.0,0.08,0.5263157894736842,0.3178807947019867
SUI,1956,1,19,9,35,Switzerland,0,0,1,1,Australia,0.0,0,0,0,120,0.0071998560028799,0.0022321428571428,0.0,98.0,0.0,0.1532293697205977,2.1818181818181817,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,-0.7807011552038612,0.047808764940239,7.555555555555555,-4.994152046783624,3.7906432748538017,0.0,0.3333333333333333,0.0526315789473684,0.0397350993377483
SWE,1956,15,19,97,6,Sweden,8,5,6,19,Australia,0.4210526315789473,0,0,0,352,0.0211195776084478,0.0424107142857142,0.4210526315789473,5.157894736842105,2.744898553343582,0.4352066113134183,0.5,0.6989247311827957,1.945945945945946,0.064064064064064,0.9736842105263158,31.64026278462525,-0.0757231561411478,18.77777777777778,-3.0866721877945,12.218442788106094,0.0,0.0103092783505154,0.7894736842105263,0.5165562913907285
TCH,1956,10,19,63,18,Czechoslovakia,1,4,1,6,Australia,0.1666666666666666,0,0,0,66,0.0039599208015839,0.0133928571428571,0.1666666666666666,16.333333333333332,0.9296323431254362,0.1332858933046902,2.0,0.6956521739130435,1.5675675675675675,0.0387046137046136,0.8222222222222222,11.73579225454768,-0.0245313123254886,9.125,-7.974937343358395,3.995018796992481,0.0,0.1428571428571428,0.5263157894736842,0.3576158940397351
TUR,1956,2,19,19,12,Turkey,3,2,2,7,Australia,0.4285714285714285,0,0,0,24,0.0014399712005759,0.015625,0.4285714285714285,14.0,0.0738078696597291,0.4977777777777777,-0.25,1.0,1.945945945945946,0.131006006006006,0.9736842105263158,5.221323137241596,0.0,5.444444444444445,-0.9999999999999992,3.511111111111111,0.0,0.0526315789473684,0.1052631578947368,0.1324503311258278
URS,1956,18,19,281,1,Soviet Union,37,29,32,98,Australia,0.3775510204081632,0,0,0,169,0.0101397972040559,0.21875,0.3775510204081632,1.0,5.318463893048389,3.092063282999061,-0.5,0.8102189781021898,2.0,0.0,1.0,64.90146042814466,0.0252965834236975,112.22222222222224,0.3487544483985765,78.66018189007514,0.0,0.0355871886120996,0.9473684210526316,0.9072847682119204
URU,1956,5,19,21,35,Uruguay,0,0,1,1,Australia,0.0,0,0,0,8,0.0004799904001919,0.0022321428571428,0.0,98.0,-0.1059187005303186,0.0153875760830648,-0.054054054054054,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,-1.288147175629497,0.0238095238095238,1.25,-25.47869674185464,-6.76860902255639,0.0,0.5714285714285714,0.2631578947368421,0.0529801324503311
USA,1956,19,19,300,2,United States,32,25,17,74,Australia,0.4324324324324324,0,0,0,1061,0.0636587268254634,0.1651785714285714,0.4324324324324324,1.3243243243243243,5.369385767169248,1.825098896551724,1.0,0.7787810383747178,2.0,0.027027027027027,1.0,61.38825044816736,-0.001706766503331,91.44827586206895,-0.0776576576576577,63.99049580615098,0.0,0.0033333333333333,1.0,0.9271523178807948
YUG,1956,8,19,35,26,Yugoslavia,0,3,0,3,Australia,0.0,0,0,0,16,0.0009599808003839,0.0066964285714285,0.0,32.666666666666664,0.0672769118745518,0.0872204081632653,0.238095238095238,0.8918918918918919,1.351351351351351,0.0042229729729729,0.7551020408163265,3.1125649972510354,0.1908609640568404,5.928571428571429,-13.247619047619043,0.175714285714287,0.0,0.4,0.4210526315789473,0.1059602649006622
ARG,1960,15,19,92,30,Argentina,0,1,1,2,Italy,0.0,0,0,0,40,0.0023999520009599,0.0048192771084337,0.0,51.5,0.0,0.0016108596159586,0.0344827586206896,0.9913793103448276,1.0952380952380951,0.0017421602787456,0.6885245901639344,1.5465970744698598,0.0141065830721004,3.85,-39.8466819221968,-9.25900457665904,0.0,0.0434782608695652,0.7894736842105263,0.34
AUS,1960,17,19,189,5,Australia,8,8,6,22,Italy,0.3636363636363636,1,0,0,111,0.0066598668026639,0.053012048192771,0.3636363636363636,4.681818181818182,3.282950779527033,0.272492769254117,0.6666666666666666,0.8,2.0,0.0679442508710801,1.0,36.50152708549124,-0.0276699029126212,20.51851851851852,-3.1778562568036253,13.409606085921874,0.0,0.0264550264550264,0.8947368421052632,0.7866666666666666
AUT,1960,15,19,103,18,Austria,1,1,0,2,Italy,0.5,0,0,0,58,0.0034799304013919,0.0048192771084337,0.5,51.5,0.0,0.0013276902240592,-0.4705882352941176,0.7272727272727273,1.619047619047619,0.0591243444901981,0.84,1.752333672257703,-0.1850079744816587,3.769230769230769,-39.84900357690343,-9.31623953460949,0.0,0.0194174757281553,0.0526315789473684,0.0066666666666666
BEL,1960,16,19,100,26,Belgium,0,2,2,4,Italy,0.0,0,0,0,104,0.0062398752024959,0.0096385542168674,0.0,25.75,0.0,0.0318374736842105,-0.0714285714285714,0.8666666666666667,1.0952380952380951,0.0017421602787456,0.6885245901639344,2.698306223787717,-0.0723577235772356,6.0,-20.80210526315789,-2.040631578947369,0.0,0.03,0.8421052631578947,0.42
BRA,1960,14,19,72,39,Brazil,0,0,2,2,Italy,0.0,0,0,0,10,0.0005999880002399,0.0048192771084337,0.0,51.5,0.0,0.0112782651072124,0.625,0.9883720930232558,1.0952380952380951,0.0017421602787456,0.6885245901639344,1.33105762499957,0.0042451088962718,7.45,-37.182748538011694,-5.939824561403508,0.0,0.1666666666666666,0.7368421052631579,0.22
