NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small
BRA,1964,11,21,61,35,Brazil,0,0,1,1,Japan,0.0,0,0,0,11,0.0006599868002639,0.0021978021978021,0.0,96.0,,0.0004776173839597,-0.1025641025641025,0.9846153846153848,1.3,0.0008361204013377,0.7407407407407407,9.93332493881445,0.8906142087440261,-0.003756708407871,7.45,-49.74551131928182,-9.708653395784545,0.0,0.1967213114754098,0.5238095238095238,0.0920245398773006
BUL,1964,9,21,63,11,Bulgaria,3,5,2,10,Japan,0.3,0,0,0,23,0.0013799724005519,0.0219780219780219,0.3,9.6,1.049912037430239,0.2889938197501222,-0.2666666666666666,0.8706896551724138,1.9,0.0866452991452991,0.9523809523809524,12.899318562082756,5.910673386325461,0.0892688901450914,13.235294117647058,-3.5269841269841264,8.206610644257703,0.0,0.0952380952380952,0.4285714285714285,0.3435582822085889
CAN,1964,16,21,115,22,Canada,1,2,1,4,Japan,0.25,0,0,0,102,0.0061198776024479,0.0087912087912087,0.25,24.0,1.644922349181541,0.0462916434122482,-0.3125,0.7731958762886598,1.75,0.0843101343101342,0.8888888888888888,23.15649016643341,3.2218723923708907,0.0017673048600883,12.22222222222222,-17.489026915113868,3.308847481021393,0.0,0.1217391304347826,0.7619047619047619,0.5398773006134969
CUB,1964,6,21,27,30,Cuba,0,1,0,1,Japan,0.0,0,0,0,7,0.0004199916001679,0.0021978021978021,0.0,96.0,0.0555027752721125,0.0440259406231628,0.0714285714285714,0.9605263157894736,1.3,0.0008361204013377,0.7407407407407407,1.1362543198115695,0.4433647067489258,-0.0394736842105264,14.3125,-27.105820105820104,1.887003968253968,0.0,0.037037037037037,0.2857142857142857,0.147239263803681
DEN,1964,10,21,60,18,Denmark,2,1,3,6,Japan,0.3333333333333333,0,0,0,112,0.0067198656026879,0.0131868131868131,0.3333333333333333,16.0,0.750593795131085,0.1301214285714285,0.3846153846153846,0.8591549295774648,1.7000000000000002,0.0436932632584806,0.8695652173913043,12.737673298279224,3.952122234342273,-0.0215790153766637,7.321428571428571,-7.042857142857142,3.012142857142857,0.0,0.0166666666666666,0.4761904761904761,0.2269938650306748
ETH,1964,3,21,12,24,Ethiopia,1,0,0,1,Japan,1.0,0,0,0,2,0.0001199976000479,0.0021978021978021,1.0,96.0,0.0424390324983358,0.0756387362637362,0.1428571428571428,1.0,1.75,0.0843101343101342,0.8888888888888888,-3.746285116273717,1.2500632158449805,0.0,4.461538461538462,-13.488095238095232,-0.923351648351646,0.0,0.0833333333333333,0.1428571428571428,0.0674846625766871
FIN,1964,13,21,89,12,Finland,3,0,2,5,Japan,0.6,0,0,0,239,0.0143397132057358,0.0109890109890109,0.6,19.2,1.4529111504865833,0.0851059209695744,-0.2941176470588235,0.913907284768212,1.9,0.0866452991452991,0.9523809523809524,18.361888227789056,9.52759853838836,0.096555686594696,12.16,-11.210486891385768,5.148853932584268,0.0,0.0112359550561797,0.5714285714285714,0.3803680981595092
FRA,1964,14,21,138,21,France,1,8,6,15,Japan,0.0666666666666666,0,0,0,368,0.0220795584088318,0.0329670329670329,0.0666666666666666,6.4,2.439394951375503,0.3030081155074635,-0.16,0.8130841121495327,1.75,0.0843101343101342,0.8888888888888888,21.15938104295332,16.604182316317903,0.0114312195875492,27.03448275862069,-3.491304347826087,17.876746626686657,0.0,0.0289855072463768,0.6666666666666666,0.5398773006134969
GBR,1964,17,21,204,10,Great Britain,4,12,2,18,Japan,0.2222222222222222,0,0,0,459,0.0275394492110157,0.0395604395604395,0.2222222222222222,5.333333333333333,2.968761032522069,0.2163582464449527,-0.1666666666666666,0.7574750830564784,2.0,0.0008361204013377,1.0,26.27012168244933,22.6734371077936,0.0068324095346274,22.209302325581397,-3.4197012138188607,14.520601263761318,0.0,0.0196078431372549,0.8095238095238095,0.7423312883435583
GBR,1964,17,21,204,35,Ireland,0,0,1,1,Japan,0.0,0,0,0,460,0.0275994480110397,0.0021978021978021,0.0,96.0,,0.0012139968846635,2.5,0.7574750830564784,2.0,0.0008361204013377,1.0,16.492247232834984,8.58408153732401,0.0,22.209302325581397,-76.8998599439776,-7.523446355286305,0.0,0.0196078431372549,0.8095238095238095,0.7423312883435583
GHA,1964,3,21,33,35,Ghana,0,0,1,1,Japan,0.0,0,0,0,2,0.0001199976000479,0.0021978021978021,0.0,96.0,0.1261303309050623,0.0201141282959464,0.09375,0.9,1.3,0.0008361204013377,0.7407407407407407,-4.217099486935968,-4.010378967334168,-0.0999999999999999,1.0,-13.541125541125536,-3.3623376623376604,0.0,0.4242424242424242,0.1428571428571428,0.1104294478527607
HUN,1964,17,21,182,6,Hungary,10,7,5,22,Japan,0.4545454545454545,0,0,0,220,0.0131997360052798,0.0483516483516483,0.4545454545454545,4.363636363636363,2.85923541938182,0.2715855125745234,-0.1428571428571428,0.7492163009404389,1.9,0.0336538461538461,0.9523809523809524,26.6228949144462,21.76943904015875,-0.0232195964954585,18.925925925925927,-2.6020646020646017,12.467528767528767,0.0833333333333333,0.0274725274725274,0.8095238095238095,0.6809815950920245
IND,1964,8,21,52,24,India,1,0,0,1,Japan,1.0,0,0,0,11,0.0006599868002639,0.0021978021978021,1.0,96.0,,0.0007716499087956,-0.25,0.990990990990991,1.75,0.0843101343101342,0.8888888888888888,4.927574522786999,1.4024827303900635,-0.009009009009009,1.7894736842105263,-36.171245421245416,-9.598742047426256,0.0,0.0384615384615384,0.3809523809523809,0.2576687116564417
IRI,1964,11,21,62,34,Iran,0,0,2,2,Japan,0.0,0,0,0,19,0.0011399772004559,0.0043956043956043,0.0,48.0,,0.0192234104880245,0.2592592592592592,0.8958333333333334,1.3,0.0008361204013377,0.7407407407407407,12.21282426369613,1.7872405797122988,-0.1041666666666666,4.764705882352941,-24.58678955453149,-4.040742748712389,0.0,0.0161290322580645,0.5238095238095238,0.3558282208588957
IRL,1964,7,21,25,35,Ireland,0,0,1,1,Japan,0.0,0,0,0,10,0.0005999880002399,0.0021978021978021,0.0,96.0,,0.009648,0.6666666666666666,0.9428571428571428,1.3,0.0008361204013377,0.7407407407407407,2.041938340430205,0.880298314463328,0.0228571428571427,2.7142857142857144,-31.626666666666665,-7.587999999999999,0.0,0.04,0.3333333333333333,0.1349693251533742
ITA,1964,18,21,167,5,Italy,10,10,7,27,Japan,0.3703703703703703,1,0,0,272,0.0163196736065278,0.0593406593406593,0.3703703703703703,3.555555555555556,3.243007035426545,0.4129740860451892,0.6666666666666666,0.9296875,1.9,0.0336538461538461,0.9523809523809524,27.64552622962504,28.09922156598204,0.1262049129353234,23.074074074074076,-2.028799543769604,15.543211988720968,0.0,0.0239520958083832,0.8095238095238095,0.5337423312883436
JPN,1964,21,21,328,3,Japan,16,5,8,29,Japan,0.5517241379310345,0,0,1,121,0.0072598548029039,0.0637362637362637,0.5517241379310345,3.310344827586207,3.9396028855839904,0.2192422749580875,-0.625,0.7763157894736842,2.0,0.0487179487179487,1.0,34.05960066629433,34.24888000498265,-0.0078568723968194,22.09090909090909,-2.2219301934398654,14.7970573056044,0.0,0.0182926829268292,1.0,0.9263803680981596
KEN,1964,5,21,37,35,Kenya,0,0,1,1,Japan,0.0,0,0,0,1,5.999880002399952e-05,0.0021978021978021,0.0,96.0,0.0091320627000818,0.0252996090833928,0.0,1.0,1.3,0.0008361204013377,0.7407407407407407,-0.6117503880856823,0.6443661835516022,,8.76923076923077,-22.59202059202058,-0.6391446391446358,0.0,0.4324324324324324,0.238095238095238,0.1288343558282208
KOR,1964,17,21,153,27,South Korea,0,2,1,3,Japan,0.0,0,0,0,9,0.0005399892002159,0.0065934065934065,0.0,32.0,2.0491224705783275,0.0290789256879222,-0.0689655172413793,0.8166666666666667,1.3,0.0008361204013377,0.7407407407407407,23.952053805927413,1.5641692366979858,-0.1833333333333333,17.647058823529413,-25.07563025210084,4.830252100840337,0.0,0.0261437908496732,0.8095238095238095,0.5705521472392638
MEX,1964,15,21,93,35,Mexico,0,0,1,1,Japan,0.0,0,1,0,15,0.0008999820003599,0.0021978021978021,0.0,96.0,,-0.008516756685331,-0.1463414634146341,0.953125,1.3,0.0008361204013377,0.7407407407407407,16.94203775551147,0.9823576171162564,0.0713068181818181,3.4761904761904763,-67.84639016897081,-17.92058371735791,0.0,0.032258064516129,0.0476190476190476,0.0061349693251533
NED,1964,12,21,125,15,Netherlands,2,4,4,10,Japan,0.2,0,0,0,109,0.0065398692026159,0.0219780219780219,0.2,9.6,1.4949591839650394,0.1375361758241758,-0.4642857142857143,0.8037974683544303,1.7000000000000002,0.0436932632584806,0.8695652173913043,17.63528213649336,10.810267489983916,0.2350474683544303,12.346153846153848,-4.834285714285714,7.1920219780219785,0.0,0.016,0.5714285714285714,0.3374233128834356
NGR,1964,2,21,18,35,Nigeria,0,0,1,1,Japan,0.0,0,0,0,1,5.999880002399952e-05,0.0021978021978021,0.0,96.0,0.033369667573439,0.0513712522045854,0.0,0.8947368421052632,1.3,0.0008361204013377,0.7407407407407407,-5.571205373773081,0.5974507687610777,,2.7777777777777777,-8.992063492063489,-0.7531746031746023,0.0,0.0555555555555555,0.0952380952380952,0.0736196319018405
NZL,1964,11,21,63,12,New Zealand,3,0,2,5,Japan,0.6,0,0,0,18,0.0010799784004319,0.0109890109890109,0.6,19.2,0.6198738673126666,0.0914515907373049,-0.1428571428571428,0.7386363636363636,1.9,0.0866452991452991,0.9523809523809524,14.875847265896455,2.5326399309996788,-0.1337040618955512,6.227272727272728,-9.453968253968254,1.5229004329004332,0.0,0.2222222222222222,0.5238095238095238,0.2085889570552147
PAK,1964,7,21,41,30,Pakistan,0,1,0,1,Japan,0.0,0,0,0,4,0.0002399952000959,0.0021978021978021,0.0,96.0,,0.0031154074955383,0.5,1.0,1.3,0.0008361204013377,0.7407407407407407,2.12714950489484,0.7465488107108444,0.0,1.1,-31.642276422764223,-8.722682926829268,0.0,0.3902439024390244,0.3333333333333333,0.1779141104294478
PHI,1964,10,21,47,30,Philippines,0,1,0,1,Japan,0.0,0,0,0,6,0.0003599928001439,0.0021978021978021,0.0,96.0,,-0.005268418518758,0.0,0.8,1.3,0.0008361204013377,0.7407407407407407,8.081999856757383,0.8147573828326857,-0.1999999999999999,1.5555555555555556,-45.21681864235055,-12.476156703816278,0.0,0.0212765957446808,0.4285714285714285,0.2699386503067484
POL,1964,12,21,139,7,Poland,7,6,10,23,Japan,0.3043478260869565,0,0,0,83,0.0049799004019919,0.0505494505494505,0.3043478260869565,4.173913043478261,1.640225778955116,0.3147058109842126,-0.2222222222222222,0.7416666666666667,2.0,0.1346153846153846,1.0,18.45399828830829,19.76555692306685,-0.0335776330076004,13.590909090909092,-1.6481969703740114,9.01917727252416,0.0,0.0359712230215827,0.5714285714285714,0.5337423312883436
ROU,1964,13,21,138,14,Romania,2,4,6,12,Japan,0.1666666666666666,0,0,0,41,0.0024599508009839,0.0263736263736263,0.1666666666666666,8.0,1.8185942365290024,0.1711398865784498,0.2727272727272727,0.7241379310344828,1.7000000000000002,0.0436932632584806,0.8695652173913043,18.461707970503166,10.051524780661172,0.0382404951370468,15.65,-4.246376811594203,9.68108695652174,0.0,0.1304347826086956,0.6190476190476191,0.4662576687116564
SUI,1964,13,21,66,22,Switzerland,1,2,1,4,Japan,0.25,0,0,0,130,0.0077998440031199,0.0087912087912087,0.25,24.0,0.6476443258253306,0.0668826796099523,-0.0833333333333333,0.9844961240310076,1.75,0.0843101343101342,0.8888888888888888,17.832390570984245,4.779975482048355,-0.0064541022133364,7.555555555555555,-14.177489177489178,1.035642135642135,0.0,0.0303030303030303,0.5714285714285714,0.294478527607362
SWE,1964,13,21,94,17,Sweden,2,2,4,8,Japan,0.25,0,0,0,366,0.0219595608087838,0.0175824175824175,0.25,12.0,1.9027102515841656,0.1798052699274971,0.0625,0.6971428571428572,1.7000000000000002,0.0436932632584806,0.8695652173913043,18.531108191477458,12.834407842878996,-0.0896788482834993,18.77777777777778,-6.724417426545087,11.127119216480915,0.0,0.0319148936170212,0.6190476190476191,0.4171779141104294
TCH,1964,13,21,104,9,Czechoslovakia,5,6,3,14,Japan,0.3571428571428571,0,0,0,88,0.0052798944021119,0.0307692307692307,0.3571428571428571,6.857142857142857,1.5090008600389528,0.2065017434488588,-0.1,0.786096256684492,2.0,0.1641025641025641,1.0,19.56081855857905,13.518519507481784,0.0286705141102345,9.125,-3.4912349555206696,5.340129513343799,0.0,0.0192307692307692,0.6190476190476191,0.3926380368098159
TTO,1964,4,21,13,28,Trinidad and Tobago,0,1,2,3,Japan,0.0,0,0,0,6,0.0003599928001439,0.0065934065934065,0.0,32.0,-0.0275140393167719,0.2221800507185122,-0.2432432432432432,1.0,1.3,0.0008361204013377,0.7407407407407407,3.613688564987176,2.5633063780431726,0.0,1.9,-5.673992673992672,-0.3721978021978016,0.0,0.0769230769230769,0.1428571428571428,0.0552147239263803
TUN,1964,3,21,9,29,Tunisia,0,1,1,2,Japan,0.0,0,0,0,2,0.0001199976000479,0.0043956043956043,0.0,48.0,-0.0042478035210304,0.21005291005291,0.0,1.0,1.3,0.0008361204013377,0.7407407407407407,0.5349868686755008,1.7636172245549988,,2.0,-6.492063492063489,-0.5476190476190468,0.0,0.1111111111111111,0.1428571428571428,0.0552147239263803
TUR,1964,4,21,23,16,Turkey,2,3,1,6,Japan,0.3333333333333333,0,0,0,39,0.0023399532009359,0.0131868131868131,0.3333333333333333,16.0,0.0901741025560291,0.3399711945269601,1.6666666666666667,1.0,1.7000000000000002,0.0436932632584806,0.8695652173913043,1.996768533346024,5.693272551564429,0.0689655172413792,5.444444444444445,-2.596273291925465,3.0322291235334715,0.0,0.0434782608695652,0.1904761904761904,0.147239263803681
URS,1964,19,21,316,2,Soviet Union,30,31,35,96,Japan,0.3125,0,0,0,368,0.0220795584088318,0.210989010989011,0.3125,1.0,4.962023253500036,2.693064145703146,1.0,0.755939524838013,2.0,0.025,1.0,30.50226890060046,79.7196995043479,-0.0049300403793783,112.22222222222224,0.3037974683544304,78.64669479606188,0.0,0.0031645569620253,0.9047619047619048,0.9202453987730062
URU,1964,4,21,23,35,Uruguay,0,0,1,1,Japan,0.0,0,0,0,9,0.0005399892002159,0.0021978021978021,0.0,96.0,0.1316572307606025,0.0237368349986497,0.0,1.0,1.3,0.0008361204013377,0.7407407407407407,-2.193820542510826,0.8836875634209267,0.0,1.25,-18.05175983436852,-4.5405279503105564,0.0,0.0434782608695652,0.1904761904761904,0.0490797546012269
USA,1964,19,21,344,1,United States,36,26,28,90,Japan,0.4,0,0,0,1223,0.0733785324293514,0.1978021978021978,0.4,1.0666666666666669,4.847279017536546,1.9379874306308569,-0.96875,0.7235772357723578,2.0,0.0,1.0,32.96145049886059,90.41184773379392,-0.0381050072182964,91.44827586206895,0.2013104466592837,64.07418623744607,0.0,0.0116279069767441,0.9047619047619048,0.950920245398773
YUG,1964,9,21,75,19,Yugoslavia,2,1,2,5,Japan,0.4,0,0,0,23,0.0013799724005519,0.0109890109890109,0.4,19.2,0.4714627955716129,0.0788666666666665,0.0555555555555555,0.967479674796748,1.7000000000000002,0.0436932632584806,0.8695652173913043,10.95303789732356,4.020824432061805,0.0863985937156669,5.928571428571429,-7.733333333333332,1.830000000000001,0.0,0.04,0.4285714285714285,0.1963190184049079
ARG,1968,12,20,89,41,Argentina,0,0,2,2,Mexico,0.0,0,0,0,43,0.0025799484010319,0.0038022813688212,0.0,53.5,,0.0073072844337835,0.3666666666666666,0.9318181818181818,1.3953488372093024,0.0022148394241417,0.7678571428571429,14.452001354799105,2.2769740932515896,0.0061425061425062,3.85,-31.47752808988764,-6.748258426966292,0.0,0.0561797752808988,0.6,0.3488372093023256
AUS,1968,16,20,128,9,Australia,5,7,5,17,Mexico,0.2941176470588235,0,0,0,146,0.0087598248035039,0.0323193916349809,0.2941176470588235,6.294117647058823,2.844401191237118,0.3072247766565393,0.125,0.7276785714285714,1.8604651162790693,0.0513842746400886,0.9347826086956522,25.89461212078631,19.127511234853976,-0.0401785714285715,20.51851851851852,-4.102481617647059,13.132218477668845,0.0714285714285714,0.0234375,0.8,0.6104651162790697
AUT,1968,12,20,43,32,Austria,0,2,2,4,Mexico,0.0,0,0,0,62,0.0037199256014879,0.0076045627376425,0.0,26.75,,0.0747104047926113,0.7777777777777778,0.8135593220338984,1.3953488372093024,0.0022148394241417,0.7678571428571429,16.046258334074764,4.518320559333782,0.086286594761171,3.769230769230769,-15.356976744186046,-1.9686314847942747,0.0,0.0232558139534883,0.6,0.2151162790697674
BEL,1968,13,20,82,36,Belgium,0,1,1,2,Mexico,0.0,0,0,0,109,0.0065398692026159,0.0038022813688212,0.0,53.5,,0.00968248066627,0.8,0.8490566037735849,1.3953488372093024,0.0022148394241417,0.7678571428571429,15.672564639563564,3.772982408956307,-0.0833758286588474,6.0,-34.10060975609756,-6.030182926829269,0.0,0.0121951219512195,0.65,0.3197674418604651
BRA,1968,13,20,75,35,Brazil,0,1,2,3,Mexico,0.0,0,0,0,14,0.0008399832003359,0.0057034220532319,0.0,35.666666666666664,,0.033868,0.0,0.9550561797752808,1.3953488372093024,0.0022148394241417,0.7678571428571429,17.99284233757406,3.1002813814003862,-0.0295592048401039,7.45,-22.49333333333333,-1.5329999999999997,0.0,0.0133333333333333,0.65,0.1569767441860465
BUL,1968,13,20,112,18,Bulgaria,2,4,3,9,Mexico,0.2222222222222222,0,0,0,32,0.0019199616007679,0.0171102661596958,0.2222222222222222,11.88888888888889,1.7363427189385234,0.1379368903811523,0.6363636363636364,0.798941798941799,1.8604651162790693,0.091029900332226,0.9347826086956522,18.78269592291729,6.854330635714637,-0.0717478562306148,13.235294117647058,-6.997420634920635,7.165479691876749,0.0,0.0535714285714285,0.65,0.4011627906976744
CAN,1968,14,20,139,23,Canada,1,3,1,5,Mexico,0.2,0,0,0,107,0.0064198716025679,0.0095057034220532,0.2,21.4,1.5964640281983744,0.0513753486419496,0.0454545454545454,0.7285223367697594,1.627906976744186,0.0442299917382974,0.8431372549019608,20.510163359984634,5.830880795890597,-0.0446735395189004,12.22222222222222,-14.244028776978414,4.28234692246203,0.0,0.0287769784172661,0.7,0.7209302325581395
CMR,1968,2,20,5,39,Cameroon,0,1,0,1,Mexico,0.0,0,0,0,1,5.999880002399952e-05,0.0019011406844106,0.0,107.0,0.073947921799592,0.1515999999999999,0.0,1.0,1.3953488372093024,0.0022148394241417,0.7678571428571429,-4.524149889135492,1.1641939173092095,,1.0,-10.400000000000002,-2.420000000000001,0.0,0.2,0.1,0.0290697674418604
CUB,1968,13,20,115,31,Cuba,0,4,0,4,Mexico,0.0,0,0,0,11,0.0006599868002639,0.0076045627376425,0.0,26.75,1.5099239322694775,0.0522015122873344,0.0333333333333333,0.7797356828193832,1.3953488372093024,0.0022148394241417,0.7678571428571429,18.382503486551208,2.364393887970063,-0.1807906329700903,14.3125,-16.702717391304347,5.007934782608695,0.0,0.008695652173913,0.65,0.4534883720930232
DEN,1968,11,20,62,22,Denmark,1,4,3,8,Mexico,0.125,0,0,0,120,0.0071998560028799,0.0152091254752851,0.125,13.375,0.9887683755057683,0.169313995837669,0.2222222222222222,0.8924731182795699,1.627906976744186,0.0442299917382974,0.8431372549019608,16.13190979532527,6.903157527457449,0.0333181887021051,7.321428571428571,-6.677217741935484,3.1218346774193537,0.0,0.064516129032258,0.55,0.3081395348837209
ETH,1968,3,20,18,25,Ethiopia,1,1,0,2,Mexico,0.5,0,0,0,4,0.0002399952000959,0.0038022813688212,0.5,53.5,-0.0086394878951958,0.1199323361823361,0.0416666666666666,1.0,1.627906976744186,0.0442299917382974,0.8431372549019608,-0.7049826310302586,0.2378592183289569,0.0,4.461538461538462,-7.763888888888889,0.7939102564102565,0.0,0.0555555555555555,0.15,0.0755813953488372
FIN,1968,13,20,66,24,Finland,1,2,1,4,Mexico,0.25,0,0,0,243,0.0145797084058318,0.0076045627376425,0.25,26.75,1.2689474675656591,0.0818723140495867,1.0,0.9047619047619048,1.627906976744186,0.0442299917382974,0.8431372549019608,17.22563255737154,7.044914700143328,-0.0091453800063072,12.16,-16.67689393939394,3.508931818181817,0.0,0.0454545454545454,0.65,0.3546511627906977
FRA,1968,16,20,200,6,France,7,3,5,15,Mexico,0.4666666666666667,0,0,0,383,0.0229795404091918,0.0285171102661596,0.4666666666666667,7.133333333333334,3.0850538664250613,0.2060597844827586,-0.7142857142857143,0.7363344051446945,1.9534883720930232,0.0682908822443707,0.9772727272727272,26.4903192492818,21.75471864472861,-0.0767497070048381,27.03448275862069,-4.831666666666667,17.474637931034483,0.0,0.02,0.8,0.622093023255814
FRG,1968,17,20,275,8,West Germany,5,11,10,26,Mexico,0.1923076923076923,0,1,0,26,0.0015599688006239,0.0494296577946768,0.1923076923076923,4.115384615384615,3.701412673297024,0.3573245289256196,0.0,0.7731481481481481,1.8604651162790693,0.0513842746400886,0.9347826086956522,27.644849232085747,19.192985533916545,,40.8,-2.553531468531468,27.793940559440557,0.0,0.0072727272727272,0.85,0.8953488372093024
